id,poste,ville,departement,region,lieux_poste,etablissements,finess,mois_parution,annee_parution,categorie,type_structure,type_etablissement,latitude,longitude,latitude_finess,longitude_finess,qualite_coordonnees,source_coordonnees,source,observations,texte_source_poste,raison_sociale_finess,qualite_appariement_finess
199,Directeur / directrice,Sennecey-le-Grand - Saint-Ambreuil,Saône-et-Loire,Bourgogne-Franche-Comté,Sennecey-le-Grand - Saint-Ambreuil,EHPAD intercommunal de Sennecey-le-Grand - Saint-Ambreuil (Saône-et-Loire),710011107,1,2026,Chef d'établissement,Médico-social,EHPAD autonome,46.633669845912834,4.873887225809756,46.633669845912834,4.873887225809756,Coordonnées FINESS géolocalisées,"1,ATLASANTE,89,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,EHPAD intercommunal de Sennecey-le-Grand - Saint-Ambreuil (Saône-et-Loire),FAM SENNECEY LE GRAND,Très probable
200,Directeur / directrice,Blamont,Doubs,Bourgogne-Franche-Comté,Blamont,EHPAD de Blamont (établissement départemental) et EHPAD Docteur Gérard de l’Isle sur le Doubs (établissement communal) (Doubs),250004173,1,2026,Chef d'établissement,Médico-social,EHPAD autonome,47.38464553922731,6.856585231578615,47.38464553922731,6.856585231578615,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,EHPAD de Blamont (établissement départemental) et EHPAD Docteur Gérard de l’Isle sur le Doubs (établissement communal) (Doubs),EHPAD BLAMONT,Très probable
201,Directeur / directrice,Non renseigné,Haute-Loire,Auvergne-Rhône-Alpes,Haute-Loire,"EHPAD « Les Tilleuls », EHPAD « Saint Vincent » et EHPAD « les Sources » chemin des Sources (Haute-Loire)",430002048,1,2026,Chef d'établissement,Médico-social,EHPAD autonome,45.36633290005934,4.19966730874803,45.36633290005934,4.19966730874803,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,"EHPAD « Les Tilleuls », EHPAD « Saint Vincent » et EHPAD « les Sources » chemin des Sources (Haute-Loire)",EHPAD LES TILLEULS,Très probable
202,Directeur / directrice,Non renseigné,Maine-et-Loire,Pays de la Loire,Maine-et-Loire,EHPAD des Sources-Sèvremoine (Maine-et-Loire),490002342,1,2026,Chef d'établissement,Médico-social,EHPAD autonome,47.032618429252125,-1.119183950001695,47.032618429252125,-1.119183950001695,Coordonnées FINESS géolocalisées,"2,ATLASANTE,84,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,EHPAD des Sources-Sèvremoine (Maine-et-Loire),EHPAD RESIDENCE DES SOURCES EHPAD RESIDENCE DES SOURCES,Très probable
203,Directeur / directrice,Saint-Trivier-de-Courtes,Ain,Auvergne-Rhône-Alpes,Saint-Trivier-de-Courtes,EHPAD de Saint-Trivier-de-Courtes (Ain),010007425,1,2026,Chef d'établissement,Médico-social,EHPAD autonome,46.457801682162696,5.078020538943004,46.457801682162696,5.078020538943004,Coordonnées FINESS géolocalisées,"2,ATLASANTE,91,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,EHPAD de Saint-Trivier-de-Courtes (Ain),SSIAD EHPAD SAINT-TRIVIER-DE-COURTES,Très probable
204,Directeur / directrice,Saint-Just-Saint-Rambert,Loire,Auvergne-Rhône-Alpes,Saint-Just-Saint-Rambert,Maison de retraite de la Loire à Saint-Just-Saint-Rambert (Loire),420782005,1,2026,Chef d'établissement,Médico-social,EHPAD autonome,45.500879347698834,4.237119835661222,45.500879347698834,4.237119835661222,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,Maison de retraite de la Loire à Saint-Just-Saint-Rambert (Loire),EHPAD MAISON D ACCUEIL MAISON DE RETRAITE DE SAINT JUST-SAINT RAMBERT,Très probable
205,Directeur / directrice,Non renseigné,Essonne,Île-de-France,Essonne,"SEGAH, Service public essonnien du Grand Age et du Handicap (Essonne)",Non publié dans l'avis,1,2026,Chef d'établissement,Médico-social,Médico-social,48.53,2.24,Non renseigné,Non renseigné,Approximation départementale à géocoder précisément,Non renseigné,https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,"SEGAH, Service public essonnien du Grand Age et du Handicap (Essonne)",Non renseigné,Non retenu - score insuffisant
206,Directeur / directrice,Non renseigné,Haute-Loire,Auvergne-Rhône-Alpes,Haute-Loire,EHPAD Vellavi/Saint Didier en Velay (Haute-Loire),430002139,1,2026,Chef d'établissement,Sanitaire,EHPAD sanitaire,45.30234641064352,4.272051363788231,45.30234641064352,4.272051363788231,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,EHPAD Vellavi/Saint Didier en Velay (Haute-Loire),"EHPAD ""VELLAVI"" EHPAD VELLAVI - SAINT ROCH",Très probable
207,Directeur / directrice,Donzy,Nièvre,Bourgogne-Franche-Comté,Donzy,EHPAD Les Jardins des Laignes à Donzy (Nièvre),580971299,1,2026,Chef d'établissement,Médico-social,EHPAD autonome,47.37121982273035,3.1208373173066675,47.37121982273035,3.1208373173066675,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,EHPAD Les Jardins des Laignes à Donzy (Nièvre),EHPAD LES JARDINS DES LAIGNES EHPAD LES JARDINS DES LAIGNES DONZY,Très probable
208,Directeur / directrice,Saint-Venant,Pas-de-Calais,Hauts-de-France,Saint-Venant,Etablissement public communal (EPC) - Foyer de vie Les Passerelles / Foyer d’accueil médicalisé La Source EHPAD de Saint-Venant (Pas-de-Calais),620101956,1,2026,Chef d'établissement,Médico-social,EHPAD autonome,50.621351047675766,2.5407248469222456,50.621351047675766,2.5407248469222456,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,Etablissement public communal (EPC) - Foyer de vie Les Passerelles / Foyer d’accueil médicalisé La Source EHPAD de Saint-Venant (Pas-de-Calais),EHPAD SAINT AUGUSTIN EHPAD DE SAINT VENANT,Très probable
209,Directeur / directrice,Bouère,Mayenne,Pays de la Loire,Bouère,EHPAD « Le Voilier » à Bouère et EHPAD « Providence » à Meslay du Maine (Mayenne),530002328,1,2026,Chef d'établissement,Médico-social,EHPAD autonome,47.86213952967959,-0.4777100510549374,47.86213952967959,-0.4777100510549374,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,EHPAD « Le Voilier » à Bouère et EHPAD « Providence » à Meslay du Maine (Mayenne),EHPAD LE VOLLIER EHPAD MAISON DE RETRAITE LE VOLLIER,Très probable
210,Directeur / directrice,Gordes,Vaucluse,Provence-Alpes-Côte d'Azur,Gordes,Centre Hospitalier Maurice Chabert de Gordes (Vaucluse),840000426,1,2026,Chef d'établissement,Sanitaire,Établissement sanitaire,43.91155298807412,5.200351470666085,43.91155298807412,5.200351470666085,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,Centre Hospitalier Maurice Chabert de Gordes (Vaucluse),CENTRE HOSPITALIER DE GORDES CENTRE HOSPITALIER DE GORDES,Très probable
211,Directeur / directrice,Charny,Yonne,Bourgogne-Franche-Comté,Charny,Résidence de la Vallée de l’Ouanne de Charny et EHPAD et EAM « Château de Bouron » de Champcevrais (Yonne),890002124,1,2026,Chef d'établissement,Médico-social,EHPAD autonome,47.75057320844,2.9485537077346904,47.75057320844,2.9485537077346904,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,Résidence de la Vallée de l’Ouanne de Charny et EHPAD et EAM « Château de Bouron » de Champcevrais (Yonne),"EHPAD CHATEAU DE BOURON EHPAD ""CHÂTEAU DE BOURON"" À CHAMPCEVRAIS",Très probable
212,Directeur / directrice,Non renseigné,Haute-Garonne,Occitanie,Haute-Garonne,EHPAD et SSIAD Saint Jacques à Villemur/Tarn (Haute-Garonne),310782230,1,2026,Chef d'établissement,Médico-social,EHPAD autonome,43.86094182403237,1.5036170139000404,43.86094182403237,1.5036170139000404,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,EHPAD et SSIAD Saint Jacques à Villemur/Tarn (Haute-Garonne),EHPAD SAINT-JACQUES,Très probable
213,Directeur / directrice,MARLENHEIM,Bas-Rhin,Grand Est,MARLENHEIM,EHPAD du Stift à MARLENHEIM et Maison d’Accueil du Kochersberg à WILLGOTTHEIM (Bas-Rhin),670780998,1,2026,Chef d'établissement,Médico-social,EHPAD autonome,48.62085412983526,7.487329419387349,48.62085412983526,7.487329419387349,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,EHPAD du Stift à MARLENHEIM et Maison d’Accueil du Kochersberg à WILLGOTTHEIM (Bas-Rhin),EHPAD DU STIFT EHPAD DU STIFT,Très probable
214,Directeur / directrice,Saint-Just-la-Pendue,Loire,Auvergne-Rhône-Alpes,Saint-Just-la-Pendue,"Centre Hospitalier Fernand Merlin de Saint-Just-la-Pendue (SMR, EHPAD, accueil de jour) EHPAD de Neulise, en direction commune (Loire)",420000028,1,2026,Chef d'établissement,Sanitaire,EHPAD sanitaire,45.89206999810904,4.2353308541425765,45.89206999810904,4.2353308541425765,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,"Centre Hospitalier Fernand Merlin de Saint-Just-la-Pendue (SMR, EHPAD, accueil de jour) EHPAD de Neulise, en direction commune (Loire)",CH DE SAINT JUST LA PENDUE CENTRE HOSPITALIER DE SAINT JUST LA PENDUE,Très probable
215,Directeur / directrice,Nédonchel,Pas-de-Calais,Hauts-de-France,Nédonchel,EHPAD de Nédonchel (Pas-de-Calais),620101949,1,2026,Chef d'établissement,Médico-social,EHPAD autonome,50.52646545287936,2.359430807918245,50.52646545287936,2.359430807918245,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-290126-chef-d3s,Non renseigné,EHPAD de Nédonchel (Pas-de-Calais),EHPAD DE NEDONCHEL EHPAD DE NEDONCHEL,Très probable
216,Directeur / directrice,Fronton,Haute-Garonne,Occitanie,Fronton,EHPAD et SSIAD Saint Jacques à Villemur/Tarn en direction commune avec l’EHPAD Saint-Joseph à Fronton (Haute-Garonne),310784194,2,2026,Chef d'établissement,Médico-social,EHPAD autonome,43.83682790684945,1.389414129565335,43.83682790684945,1.389414129565335,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/additif-chef-d3s-03/02,Ajout ou correction de l'avis initial du 29/01/2026,EHPAD et SSIAD Saint Jacques à Villemur/Tarn en direction commune avec l’EHPAD Saint-Joseph à Fronton (Haute-Garonne),EHPAD SAINT-JOSEPH,Très probable
217,Directeur / directrice,Châteauroux,Indre,Centre-Val de Loire,Châteauroux,"centre départemental gériatrique de l’Indre à Châteauroux, centre hospitalier Saint Charles de Valençay, centre hospitalier Levroux et établissement d’hébergement pour personnes âgées dépendantes de Vatan, direction commune (EPAGE36) (Indre)",360000137,2,2026,Chef d'établissement,Sanitaire,Établissement sanitaire,46.79874490443441,1.697970964912529,46.79874490443441,1.697970964912529,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/additif-chef-d3s-03/02,Ajout ou correction de l'avis initial du 29/01/2026,"centre départemental gériatrique de l’Indre à Châteauroux, centre hospitalier Saint Charles de Valençay, centre hospitalier Levroux et établissement d’hébergement pour personnes âgées dépendantes de Vatan, direction commune (EPAGE36) (Indre)",CH CHATEAUROUX CENTRE HOSPITALIER,Très probable
